timestamp,Attleboro,Boston,Braintree,Brockton,Chicopee,Danvers,Easthampton,Fall River,Greenfield,Haverhill,Lawrence,Leominster,Lowell,Martha's Vineyard,Milford,Nantucket,Natick,New Bedford,North Adams,Pittsfield,Plymouth,Revere,Roslindale,South Yarmouth,Southbridge,Springfield,Taunton,Watertown,Wilmington,Worcester
14/07/2015 5:32 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:33 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:34 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:35 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:36 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:37 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:38 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:39 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:40 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:41 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:42 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:43 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:44 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:45 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:46 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:47 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:48 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:49 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
14/07/2015 5:50 PM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
15/07/2015 9:00 AM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,21.00,999.00,999.00,999.00,0.00,999.00,0.00,8.57,999.00,999.00,999.00,9.50,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
15/07/2015 9:01 AM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,22.50,999.00,999.00,999.00,0.00,999.00,0.00,10.07,999.00,999.00,999.00,11.03,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
15/07/2015 9:02 AM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,22.50,999.00,999.00,999.00,0.00,999.00,0.00,10.07,999.00,999.00,999.00,11.03,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
15/07/2015 9:03 AM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24.00,999.00,999.00,999.00,0.00,999.00,0.00,11.60,999.00,999.00,999.00,12.53,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
15/07/2015 9:04 AM,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,24.00,999.00,999.00,999.00,0.00,999.00,0.00,11.60,999.00,999.00,999.00,12.53,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00,999.00
15/07/2015 9:05 AM,0.03,2.20,0.00,0.00,0.00,1.73,2.43,0.00,3.13,27.10,0.00,0.00,0.00,0.00,0.00,0.00,14.67,0.00,0.00,0.00,15.63,0.00,0.93,0.00,2.90,3.17,0.00,1.27,0.00,1.97
15/07/2015 9:06 AM,0.03,2.20,0.00,0.00,0.00,1.73,2.43,0.00,3.13,27.10,0.00,0.00,0.00,0.00,0.00,0.00,14.67,0.00,0.00,0.00,15.63,0.00,0.93,0.00,2.90,3.17,0.00,1.27,0.00,1.97
15/07/2015 9:07 AM,1.63,3.43,0.00,0.00,1.63,3.30,4.00,0.00,4.70,28.63,0.00,0.93,0.00,0.00,0.00,0.00,16.23,0.00,0.00,0.00,17.17,0.00,2.47,0.00,4.47,4.77,0.00,1.60,0.00,2.53
15/07/2015 9:08 AM,1.63,3.43,0.00,0.00,1.63,3.30,4.00,0.00,4.70,28.63,0.00,0.93,0.00,0.00,0.00,0.00,16.23,0.00,0.00,0.00,17.17,0.00,2.47,0.00,4.47,4.77,0.00,1.60,0.00,2.53
15/07/2015 9:09 AM,2.07,5.03,0.00,0.00,3.17,4.93,5.63,0.00,6.33,30.30,0.00,2.07,0.00,0.00,0.00,0.00,17.87,0.00,0.00,0.00,18.83,0.00,0.00,0.00,6.10,6.37,1.27,3.13,0.00,1.93
15/07/2015 9:10 AM,2.07,5.03,0.00,0.00,3.17,4.93,5.63,0.00,6.33,30.30,0.00,2.07,0.00,0.00,0.00,0.00,17.87,0.00,0.00,0.00,18.83,0.00,0.00,0.00,6.10,6.37,1.27,3.13,0.00,1.93
15/07/2015 9:11 AM,3.63,6.60,0.93,0.00,4.73,6.50,7.20,0.57,7.90,26.13,0.00,2.43,0.00,0.00,0.00,0.00,19.43,0.00,0.00,0.00,0.00,1.57,0.27,0.57,7.67,5.40,2.83,4.70,0.00,3.27
15/07/2015 9:12 AM,3.63,6.60,0.93,0.00,4.73,6.50,7.20,0.57,7.90,26.13,0.00,2.43,0.00,0.00,0.00,0.00,19.43,0.00,0.00,0.00,0.00,1.57,0.27,0.57,7.67,5.40,2.83,4.70,0.00,3.27
15/07/2015 9:13 AM,6.57,9.17,0.00,0.00,7.83,4.47,10.30,0.00,11.00,29.23,0.00,5.53,0.00,0.00,0.00,0.00,22.53,0.00,0.00,0.00,0.00,0.23,0.00,3.67,9.87,8.50,5.93,7.80,0.00,6.10
15/07/2015 9:14 AM,6.57,9.17,0.00,0.00,7.83,4.47,10.30,0.00,11.00,29.23,0.00,5.53,0.00,0.00,0.00,0.00,22.53,0.00,0.00,0.00,0.00,0.23,0.00,3.67,9.87,8.50,5.93,7.80,0.00,6.10
15/07/2015 9:15 AM,7.40,10.73,0.00,0.00,9.37,6.00,11.83,0.00,12.53,17.70,0.00,7.10,0.00,0.00,0.00,0.00,2.13,0.60,0.00,0.00,0.00,1.77,1.40,5.23,11.43,10.03,7.47,9.30,0.00,3.13
15/07/2015 9:16 AM,7.40,10.73,0.00,0.00,9.37,6.00,11.83,0.00,12.53,17.70,0.00,7.10,0.00,0.00,0.00,0.00,2.13,0.60,0.00,0.00,0.00,1.77,1.40,5.23,11.43,10.03,7.47,9.30,0.00,3.13
15/07/2015 9:17 AM,8.93,12.27,0.00,0.00,10.93,7.57,13.40,0.20,0.00,19.23,0.00,7.07,1.07,1.57,0.00,0.00,0.00,2.13,0.00,0.00,0.00,3.33,2.97,6.77,12.97,11.60,9.03,9.00,0.00,4.67
15/07/2015 9:18 AM,8.93,12.27,0.00,0.00,10.93,7.57,13.40,0.20,0.00,19.23,0.00,7.07,1.07,1.57,0.00,0.00,0.00,2.13,0.00,0.00,0.00,3.33,2.97,6.77,12.97,11.60,9.03,9.00,0.00,4.67
15/07/2015 9:19 AM,11.70,13.17,0.00,0.00,14.07,10.67,16.50,3.30,0.00,11.77,0.00,10.17,4.17,4.67,0.40,0.00,0.00,3.37,0.87,0.00,0.00,6.43,5.70,9.90,0.00,14.70,0.00,11.57,0.00,4.60
15/07/2015 9:20 AM,11.70,13.17,0.00,0.00,14.07,10.67,16.50,3.30,0.00,11.77,0.00,10.17,4.17,4.67,0.40,0.00,0.00,3.37,0.87,0.00,0.00,6.43,5.70,9.90,0.00,14.70,0.00,11.57,0.00,4.60
15/07/2015 9:21 AM,13.13,14.73,0.00,0.00,15.63,12.23,18.07,4.87,0.00,13.37,0.00,11.73,0.00,6.23,2.00,0.00,0.00,4.97,2.43,0.00,0.00,8.00,7.27,11.50,0.00,16.27,0.00,11.57,0.00,6.20
15/07/2015 9:22 AM,13.13,14.73,0.00,0.00,15.63,12.23,18.07,4.87,0.00,13.37,0.00,11.73,0.00,6.23,2.00,0.00,0.00,4.97,2.43,0.00,0.00,8.00,7.27,11.50,0.00,16.27,0.00,11.57,0.00,6.20
15/07/2015 9:23 AM,14.20,16.33,0.00,0.00,17.23,13.83,19.67,6.47,0.00,12.03,0.00,10.53,1.33,7.83,3.57,0.07,0.00,6.53,0.00,0.00,0.73,9.60,8.87,13.07,0.00,17.87,0.00,13.17,0.00,7.77
15/07/2015 9:24 AM,14.20,16.33,0.00,0.00,17.23,13.83,19.67,6.47,0.00,12.03,0.00,10.53,1.33,7.83,3.57,0.07,0.00,6.53,0.00,0.00,0.73,9.60,8.87,13.07,0.00,17.87,0.00,13.17,0.00,7.77
15/07/2015 9:25 AM,5.50,17.93,0.00,0.00,18.80,15.40,21.23,8.03,0.00,13.60,0.00,12.13,2.93,9.43,5.17,1.63,0.00,7.63,0.00,0.00,2.30,11.17,0.00,14.63,0.00,18.53,0.00,14.47,0.00,9.33
15/07/2015 9:26 AM,5.50,17.93,0.00,0.00,18.80,15.40,21.23,8.03,0.00,13.60,0.00,12.13,2.93,9.43,5.17,1.63,0.00,7.63,0.00,0.00,2.30,11.17,0.00,14.63,0.00,18.53,0.00,14.47,0.00,9.33
15/07/2015 9:27 AM,3.63,21.03,0.00,0.00,18.17,17.33,20.87,11.17,0.20,4.53,0.00,15.23,6.03,12.53,8.27,4.77,0.00,0.00,0.00,0.00,5.43,14.30,0.00,17.73,0.00,19.33,0.00,15.20,0.00,9.33
15/07/2015 9:28 AM,3.63,21.03,0.00,0.00,18.17,17.33,20.87,11.17,0.20,4.53,0.00,15.23,6.03,12.53,8.27,4.77,0.00,0.00,0.00,0.00,5.43,14.30,0.00,17.73,0.00,19.33,0.00,15.20,0.00,9.33
15/07/2015 9:29 AM,1.23,22.40,0.00,0.00,19.73,17.63,22.43,12.73,1.73,6.07,0.00,15.83,7.60,14.10,0.00,6.33,0.00,0.47,0.27,0.00,6.97,15.83,0.17,19.30,0.00,20.87,0.00,15.53,0.00,10.90
15/07/2015 9:30 AM,1.23,22.40,0.00,0.00,19.73,17.63,22.43,12.73,1.73,6.07,0.00,15.83,7.60,14.10,0.00,6.33,0.00,0.47,0.27,0.00,6.97,15.83,0.17,19.30,0.00,20.87,0.00,15.53,0.00,10.90
15/07/2015 9:31 AM,1.17,23.93,0.00,0.00,21.30,12.73,23.97,14.27,3.30,7.63,0.00,16.70,9.13,15.63,0.00,7.87,0.00,2.03,1.80,0.00,8.53,17.40,1.73,20.90,0.00,22.43,0.00,11.70,0.00,11.47
15/07/2015 9:32 AM,1.17,23.93,0.00,0.00,21.30,12.73,23.97,14.27,3.30,7.63,0.00,16.70,9.13,15.63,0.00,7.87,0.00,2.03,1.80,0.00,8.53,17.40,1.73,20.90,0.00,22.43,0.00,11.70,0.00,11.47
15/07/2015 9:33 AM,1.07,26.37,0.00,1.40,24.40,15.87,27.10,17.23,6.43,10.77,0.00,17.97,12.30,18.77,0.00,11.00,0.00,2.50,0.00,0.00,11.67,20.53,4.87,24.00,1.27,25.57,0.00,14.80,0.00,14.57
15/07/2015 9:34 AM,1.07,26.37,0.00,1.40,24.40,15.87,27.10,17.23,6.43,10.77,0.00,17.97,12.30,18.77,0.00,11.00,0.00,2.50,0.00,0.00,11.67,20.53,4.87,24.00,1.27,25.57,0.00,14.80,0.00,14.57
URL request failed,,27.50,0.00,2.97,25.97,12.97,28.67,18.80,8.00,12.30,0.80,19.53,13.83,20.33,0.00,12.57,0.00,4.03,0.00,0.00,13.23,13.60,6.43,25.53,2.80,27.13,0.47,16.37,0.00,13.50
15/07/2015 9:36 AM,2.63,27.50,0.00,2.97,25.97,12.97,28.67,18.80,8.00,12.30,0.80,19.53,13.83,20.33,0.00,12.57,0.00,4.03,0.00,0.00,13.23,13.60,6.43,25.53,2.80,27.13,0.47,16.37,0.00,13.50
15/07/2015 9:37 AM,4.27,29.03,0.00,4.50,27.60,14.50,30.20,19.93,9.53,13.87,2.33,20.80,15.40,21.97,0.00,14.13,0.00,5.60,0.23,0.00,14.80,15.13,8.07,27.17,4.43,28.77,2.10,18.00,0.00,15.13
15/07/2015 9:38 AM,4.27,29.03,0.00,4.50,27.60,14.50,30.20,19.93,9.53,13.87,2.33,20.80,15.40,21.97,0.00,14.13,0.00,5.60,0.23,0.00,14.80,15.13,8.07,27.17,4.43,28.77,2.10,18.00,0.00,15.13
15/07/2015 9:39 AM,4.27,30.47,0.00,6.13,29.17,16.13,31.83,21.57,11.17,15.03,3.97,22.43,17.03,23.50,0.00,15.77,0.83,0.00,1.17,0.00,16.40,16.77,9.60,28.77,6.00,30.30,3.63,19.57,0.00,16.73
15/07/2015 9:40 AM,5.43,30.47,0.00,6.13,29.17,16.13,31.83,21.57,11.17,15.03,3.97,22.43,17.03,23.50,0.00,15.77,0.83,0.00,1.17,0.00,16.40,16.77,9.60,28.77,6.00,30.30,3.63,19.57,0.00,16.73
15/07/2015 9:41 AM,5.43,30.47,0.00,9.27,32.27,18.97,34.97,4.77,14.30,0.00,7.10,23.03,20.17,0.00,0.77,18.90,3.97,0.00,0.00,1.90,19.53,19.90,5.57,31.87,9.13,33.43,6.77,22.70,0.00,18.20
15/07/2015 9:42 AM,8.40,33.63,0.00,9.27,32.27,18.97,34.97,4.77,14.30,0.00,7.10,23.03,20.17,0.00,0.77,18.90,3.97,0.00,0.00,1.90,19.53,19.90,5.57,31.87,9.13,33.43,6.77,22.70,0.00,18.20
15/07/2015 9:43 AM,8.40,33.63,0.00,10.83,33.83,18.30,33.87,6.33,15.87,0.00,8.67,24.37,21.73,0.00,2.33,20.47,5.53,0.00,0.00,3.47,21.10,21.47,7.13,33.43,10.70,33.57,8.33,24.27,0.00,19.40
15/07/2015 10:08 AM,0.00,54.40,0.00,30.33,52.23,32.67,56.63,2.93,10.53,0.00,30.30,34.37,45.13,0.00,18.80,43.87,0.00,0.00,6.37,26.87,36.93,29.90,0.00,50.27,4.53,45.60,10.63,33.27,4.67,34.17
15/07/2015 10:09 AM,1.57,57.57,0.00,33.50,55.40,32.53,59.80,6.10,13.70,1.73,33.47,37.53,48.30,0.00,21.97,47.03,0.00,0.00,9.53,30.03,16.60,33.10,0.00,53.43,7.70,48.77,13.80,36.37,7.87,37.33
15/07/2015 10:10 AM,1.57,57.57,0.00,33.50,55.40,32.53,59.80,6.10,13.70,1.73,33.47,37.53,48.30,0.00,21.97,47.03,0.00,0.00,9.53,30.03,16.60,33.10,0.00,53.43,7.70,48.77,13.80,36.37,7.87,37.33
15/07/2015 10:11 AM,3.10,59.10,0.00,35.03,56.97,34.07,61.33,7.63,15.23,3.30,35.00,38.33,49.83,0.00,23.50,0.00,0.00,0.00,0.00,31.60,18.17,34.63,0.00,54.90,9.23,50.30,0.00,37.93,9.40,36.23
15/07/2015 10:12 AM,3.10,59.10,0.00,35.03,56.97,34.07,61.33,7.63,15.23,3.30,35.00,38.33,49.83,0.00,23.50,0.00,0.00,0.00,0.00,31.60,18.17,34.63,0.00,54.90,9.23,50.30,0.00,37.93,9.40,36.23
15/07/2015 10:13 AM,2.97,60.70,0.00,36.60,58.53,35.63,62.90,0.00,16.80,4.87,36.57,39.93,51.43,0.00,25.10,0.00,0.00,0.00,0.00,33.17,19.73,36.20,0.67,56.47,10.80,45.90,0.00,37.50,10.97,37.80
15/07/2015 10:14 AM,2.97,60.70,0.00,36.60,58.53,35.63,62.90,0.00,16.80,4.87,36.57,39.93,51.43,0.00,25.10,0.00,0.00,0.00,0.00,33.17,19.73,36.20,0.67,56.47,10.80,45.90,0.00,37.50,10.97,37.80
15/07/2015 10:15 AM,0.00,62.23,0.00,38.17,60.10,37.20,64.47,0.27,18.37,6.43,36.60,41.47,52.97,0.00,26.67,0.00,0.00,0.00,0.00,27.53,21.30,37.77,2.00,58.03,12.37,47.47,0.00,39.03,12.53,39.37
15/07/2015 10:16 AM,0.00,62.23,0.00,38.17,60.10,37.20,64.47,0.27,18.37,6.43,36.60,41.47,52.97,0.00,26.67,0.00,0.00,0.00,0.00,27.53,21.30,37.77,2.00,58.03,12.37,47.47,0.00,39.03,12.53,39.37
15/07/2015 10:17 AM,0.00,62.57,0.00,41.27,63.17,40.30,67.57,0.00,21.47,4.17,39.70,44.20,56.10,0.00,18.90,0.00,0.00,0.00,0.00,30.63,24.40,40.87,0.00,61.13,15.47,50.57,0.00,41.40,15.63,42.47
15/07/2015 10:18 AM,0.00,62.57,0.00,41.27,63.17,40.30,67.57,0.00,21.47,4.17,39.70,44.20,56.10,0.00,18.90,0.00,0.00,0.00,0.00,30.63,24.40,40.87,0.00,61.13,15.47,50.57,0.00,41.40,15.63,42.47
15/07/2015 10:19 AM,0.03,64.13,0.00,42.83,64.73,41.87,69.13,0.00,23.03,5.70,41.27,45.73,57.63,0.00,20.43,0.00,0.00,0.00,0.00,32.17,25.93,41.03,0.00,55.23,17.03,52.13,0.00,42.97,17.20,41.97
15/07/2015 10:20 AM,0.03,64.13,0.00,42.83,64.73,41.87,69.13,0.00,23.03,5.70,41.27,45.73,57.63,0.00,20.43,0.00,0.00,0.00,0.00,32.17,25.93,41.03,0.00,55.23,17.03,52.13,0.00,42.97,17.20,41.97
15/07/2015 10:21 AM,0.00,64.43,0.00,44.37,62.93,43.40,70.67,0.00,24.57,0.93,38.77,47.30,59.20,0.00,22.07,0.00,0.00,0.00,0.00,33.80,27.57,42.67,0.00,56.87,18.63,53.73,1.20,44.57,18.80,41.83
15/07/2015 10:22 AM,0.00,64.43,0.00,44.37,62.93,43.40,70.67,0.00,24.57,0.93,38.77,47.30,59.20,0.00,22.07,0.00,0.00,0.00,0.00,33.80,27.57,42.67,0.00,56.87,18.63,53.73,1.20,44.57,18.80,41.83
15/07/2015 10:23 AM,0.60,67.57,0.00,0.00,66.07,46.57,73.40,0.00,27.73,3.93,25.23,47.50,46.73,0.00,25.17,0.00,2.87,0.00,0.00,36.90,30.67,45.77,0.00,59.97,21.77,56.87,1.10,45.20,6.70,43.67
15/07/2015 10:24 AM,0.60,67.57,0.00,0.00,66.07,46.57,73.40,0.00,27.73,3.93,25.23,47.50,46.73,0.00,25.17,0.00,2.87,0.00,0.00,36.90,30.67,45.77,0.00,59.97,21.77,56.87,1.10,45.20,6.70,43.67
15/07/2015 10:25 AM,0.37,60.90,0.00,0.00,67.63,48.13,74.97,0.00,29.30,5.50,26.80,49.03,48.27,0.00,26.70,0.00,4.43,0.00,0.00,38.47,32.23,41.53,1.50,61.53,23.30,58.40,0.00,33.13,8.27,44.23
15/07/2015 10:26 AM,0.37,60.90,0.00,0.00,67.63,48.13,74.97,0.00,29.30,5.50,26.80,49.03,48.27,0.00,26.70,0.00,4.43,0.00,0.00,38.47,32.23,41.53,1.50,61.53,23.30,58.40,0.00,33.13,8.27,44.23
15/07/2015 10:27 AM,1.93,58.27,0.00,0.00,69.17,49.70,76.53,1.07,30.87,0.00,28.37,48.73,49.83,0.00,28.27,0.00,6.00,0.00,0.00,0.00,33.80,43.10,3.07,63.07,24.87,59.97,0.00,34.57,9.83,45.77
15/07/2015 10:28 AM,1.93,58.27,0.00,0.00,69.17,49.70,76.53,1.07,30.87,0.00,28.37,48.73,49.83,0.00,28.27,0.00,6.00,0.00,0.00,0.00,33.80,43.10,3.07,63.07,24.87,59.97,0.00,34.57,9.83,45.77
15/07/2015 10:29 AM,0.00,58.60,0.00,0.00,70.70,48.93,78.07,2.60,32.40,0.00,29.90,49.77,28.70,0.00,29.83,0.00,7.53,0.00,0.00,0.00,28.13,44.63,1.07,64.63,26.40,61.50,0.00,36.10,11.37,41.43
15/07/2015 10:30 AM,0.00,58.60,0.00,0.00,70.70,48.93,78.07,2.60,32.40,0.00,29.90,49.77,28.70,0.00,29.83,0.00,7.53,0.00,0.00,0.00,28.13,44.63,1.07,64.63,26.40,61.50,0.00,36.10,11.37,41.43
15/07/2015 10:31 AM,0.00,59.60,0.00,0.00,55.70,52.03,81.17,0.00,35.50,0.20,33.00,52.83,31.77,2.07,32.93,0.00,4.63,0.00,0.00,0.00,31.23,47.73,0.07,66.23,26.37,64.20,0.00,38.67,0.00,43.97
15/07/2015 10:32 AM,0.00,59.60,0.00,0.00,55.70,52.03,81.17,0.00,35.50,0.20,33.00,52.83,31.77,2.07,32.93,0.00,4.63,0.00,0.00,0.00,31.23,47.73,0.07,66.23,26.37,64.20,0.00,38.67,0.00,43.97
15/07/2015 10:33 AM,0.00,55.63,0.00,0.00,57.27,53.60,82.73,0.00,37.07,1.73,34.57,54.40,33.33,3.63,34.47,0.00,6.20,0.00,0.00,0.00,32.80,49.30,0.00,67.77,27.93,65.77,0.00,40.23,0.00,45.50
15/07/2015 10:34 AM,0.00,55.63,0.00,0.00,57.27,53.60,82.73,0.00,37.07,1.73,34.57,54.40,33.33,3.63,34.47,0.00,6.20,0.00,0.00,0.00,32.80,49.30,0.00,67.77,27.93,65.77,0.00,40.23,0.00,45.50
15/07/2015 10:35 AM,0.00,57.20,0.00,0.00,58.83,53.93,84.27,0.00,38.60,3.30,36.10,55.10,34.90,0.00,36.03,0.00,7.73,0.00,0.00,0.00,34.33,50.83,0.00,69.33,29.47,66.57,0.00,41.80,0.00,47.07
15/07/2015 10:36 AM,0.00,57.20,0.00,0.00,58.83,53.93,84.27,0.00,38.60,3.30,36.10,55.10,34.90,0.00,36.03,0.00,7.73,0.00,0.00,0.00,34.33,50.83,0.00,69.33,29.47,66.57,0.00,41.80,0.00,47.07
15/07/2015 10:37 AM,0.00,47.63,0.00,0.00,61.93,56.77,87.27,2.97,32.97,6.43,39.23,58.20,38.03,0.00,39.17,0.00,4.60,0.00,0.00,0.40,37.47,53.97,0.00,72.43,21.47,62.00,0.07,40.47,0.00,47.23
15/07/2015 10:38 AM,0.00,47.63,0.00,0.00,61.93,56.77,87.27,2.97,32.97,6.43,39.23,58.20,38.03,0.00,39.17,0.00,4.60,0.00,0.00,0.40,37.47,53.97,0.00,72.43,21.47,62.00,0.07,40.47,0.00,47.23
15/07/2015 10:39 AM,0.00,45.20,0.00,0.00,52.83,57.00,84.07,1.70,34.53,7.97,40.80,59.77,39.57,0.00,40.70,0.00,6.17,0.00,0.00,1.93,36.03,55.50,0.00,74.00,23.03,63.57,1.63,42.03,0.00,45.27
15/07/2015 10:40 AM,0.00,45.20,0.00,0.00,52.83,57.00,84.07,1.70,34.53,7.97,40.80,59.77,39.57,0.00,40.70,0.00,6.17,0.00,0.00,1.93,36.03,55.50,0.00,74.00,23.03,63.57,1.63,42.03,0.00,45.27
15/07/2015 10:41 AM,0.00,46.73,0.00,0.00,54.40,57.33,85.60,3.23,36.07,9.53,42.33,61.30,41.10,0.00,42.27,0.00,2.80,0.00,0.00,3.50,37.60,51.70,0.00,75.57,24.57,65.10,3.17,43.60,0.00,46.83
15/07/2015 10:42 AM,0.00,46.73,0.00,0.00,54.40,57.33,85.60,3.23,36.07,9.53,42.33,61.30,41.10,0.00,42.27,0.00,2.80,0.00,0.00,3.50,37.60,51.70,0.00,75.57,24.57,65.10,3.17,43.60,0.00,46.83
15/07/2015 10:43 AM,1.30,48.30,0.00,0.00,55.93,58.90,84.00,0.00,37.63,11.07,43.90,62.87,42.67,0.00,43.80,0.00,0.67,1.50,0.00,5.07,34.60,53.27,0.00,77.10,26.13,45.43,4.73,45.13,0.00,41.93
15/07/2015 10:44 AM,1.30,48.30,0.00,0.00,55.93,58.90,84.00,0.00,37.63,11.07,43.90,62.87,42.67,0.00,43.80,0.00,0.67,1.50,0.00,5.07,34.60,53.27,0.00,77.10,26.13,45.43,4.73,45.13,0.00,41.93
15/07/2015 10:45 AM,2.80,51.40,0.00,0.00,59.03,62.00,87.10,0.87,40.73,4.77,47.00,66.00,45.80,0.00,46.93,0.00,3.77,4.63,0.00,8.17,37.70,56.37,0.00,76.87,29.23,48.53,7.83,40.67,0.00,45.03
15/07/2015 10:46 AM,2.80,51.40,0.00,0.00,59.03,62.00,87.10,0.87,40.73,4.77,47.00,66.00,45.80,0.00,46.93,0.00,3.77,4.63,0.00,8.17,37.70,56.37,0.00,76.87,29.23,48.53,7.83,40.67,0.00,45.03
15/07/2015 10:47 AM,4.13,49.87,0.00,0.00,60.63,59.67,88.67,0.00,36.77,6.33,48.57,63.93,47.37,0.00,33.20,0.00,5.33,6.20,0.00,9.73,39.27,57.93,0.00,78.43,30.80,50.10,7.43,42.27,0.00,46.60
